"Story","Title","Result","Date","Stability","Duration (s)"
"Admin check all Payment Method List","as an Admin, I want to check all the Payment Method","SUCCESS","2022-03-20T12:24:16.6491046+07:00[Asia/Jakarta]","0.0","5.02"
